Time (s),Timestamp,ECG (uV),Packet Counter(DIGITAL),TRIGGER(DIGITAL)
3417.622,2025-12-16 10:33:05.413,-11354.637315,57,0
3417.624,2025-12-16 10:33:05.415,-13945.198267,58,0
3417.626,2025-12-16 10:33:05.417,-13384.81923,59,0
3417.628,2025-12-16 10:33:05.419,-10805.70237,60,0
3417.63,2025-12-16 10:33:05.421,-13933.372705,61,0
3417.632,2025-12-16 10:33:05.423,-15084.839092,62,0
3417.634,2025-12-16 10:33:05.425,-14129.638882,63,0
3417.636,2025-12-16 10:33:05.427,-10756.68351,64,0
3417.638,2025-12-16 10:33:05.429,-12718.582343,65,0
3417.64,2025-12-16 10:33:05.431,-14260.86447,66,0
3417.642,2025-12-16 10:33:05.433,-13080.787854,67,0
3417.644,2025-12-16 10:33:05.435,-9179.878372,68,0
3417.646,2025-12-16 10:33:05.437,-12537.193485,69,0
3417.648,2025-12-16 10:33:05.439,-14681.43485,70,0
3417.65,2025-12-16 10:33:05.441,-14143.371793,71,0
3417.652,2025-12-16 10:33:05.443,-12094.879331,72,0
3417.654,2025-12-16 10:33:05.445,-14418.41147,73,0
3417.656,2025-12-16 10:33:05.447,-14924.812539,74,0
3417.658,2025-12-16 10:33:05.449,-13563.347065,75,0
3417.66,2025-12-16 10:33:05.451,-9139.06111,76,0
3417.662,2025-12-16 10:33:05.453,-11497.688465,77,0
3417.664,2025-12-16 10:33:05.455,-14002.990931,78,0
3417.666,2025-12-16 10:33:05.457,-13448.143206,79,0
3417.668,2025-12-16 10:33:05.459,-10976.410076,80,0
3417.67,2025-12-16 10:33:05.461,-14022.636623,81,0
3417.672,2025-12-16 10:33:05.463,-15087.50938,82,0
3417.674,2025-12-16 10:33:05.465,-14108.467312,83,0
3417.676,2025-12-16 10:33:05.467,-10731.506508,84,0
3417.678,2025-12-16 10:33:05.469,-12700.271796,85,0
3417.68,2025-12-16 10:33:05.471,-14210.128996,86,0
3417.682,2025-12-16 10:33:05.473,-13014.602855,87,0
3417.684,2025-12-16 10:33:05.475,-9089.27931,88,0
3417.686,2025-12-16 10:33:05.477,-12477.493472,89,0
3417.688,2025-12-16 10:33:05.479,-14639.663914,90,0
3417.69,2025-12-16 10:33:05.481,-14057.541103,91,0
3417.692,2025-12-16 10:33:05.483,-11770.820793,92,0
3417.694,2025-12-16 10:33:05.485,-14142.418118,93,0
3417.696,2025-12-16 10:33:05.487,-14806.747657,94,0
3417.698,2025-12-16 10:33:05.489,-13422.584734,95,0
3417.7,2025-12-16 10:33:05.491,-8900.261058,96,0
3417.702,2025-12-16 10:33:05.493,-11333.465745,97,0
3417.704,2025-12-16 10:33:05.495,-13930.702417,98,0
3417.706,2025-12-16 10:33:05.497,-13377.38057,99,0
3417.708,2025-12-16 10:33:05.499,-10770.034951,100,0
3417.71,2025-12-16 10:33:05.501,-13861.84713,101,0
3417.712,2025-12-16 10:33:05.503,-15032.005534,102,0
3417.714,2025-12-16 10:33:05.505,-14007.950038,103,0
3417.716,2025-12-16 10:33:05.507,-10351.944124,104,0
3417.718,2025-12-16 10:33:05.509,-12285.041992,105,0
3417.72,2025-12-16 10:33:05.511,-14104.08041,106,0
3417.722,2025-12-16 10:33:05.513,-12972.45045,107,0
3417.724,2025-12-16 10:33:05.515,-9035.873548,108,0
3417.726,2025-12-16 10:33:05.517,-12458.61072,109,0
3417.728,2025-12-16 10:33:05.519,-14647.865514,110,0
3417.73,2025-12-16 10:33:05.521,-14076.042385,111,0
3417.732,2025-12-16 10:33:05.523,-11813.354668,112,0
3417.734,2025-12-16 10:33:05.525,-14168.930265,113,0
3417.736,2025-12-16 10:33:05.527,-14835.548622,114,0
3417.738,2025-12-16 10:33:05.529,-13461.113177,115,0
3417.74,2025-12-16 10:33:05.531,-8924.675121,116,0
3417.742,2025-12-16 10:33:05.533,-11386.871508,117,0
3417.744,2025-12-16 10:33:05.535,-13993.072718,118,0
3417.746,2025-12-16 10:33:05.537,-13480.949603,119,0
3417.748,2025-12-16 10:33:05.539,-11040.87846,120,0
3417.75,2025-12-16 10:33:05.541,-14036.178798,121,0
3417.752,2025-12-16 10:33:05.543,-15085.983501,122,0
3417.754,2025-12-16 10:33:05.545,-14085.388393,123,0
3417.756,2025-12-16 10:33:05.547,-10621.07102,124,0
3417.758,2025-12-16 10:33:05.549,-12568.664738,125,0
3417.76,2025-12-16 10:33:05.551,-14186.287138,126,0
3417.762,2025-12-16 10:33:05.553,-13033.867077,127,0
3417.764,2025-12-16 10:33:05.555,-9208.679336,0,0
3417.766,2025-12-16 10:33:05.557,-12609.481999,1,0
3417.768,2025-12-16 10:33:05.559,-14697.265844,2,0
3417.77,2025-12-16 10:33:05.561,-14116.668912,3,0
3417.772,2025-12-16 10:33:05.563,-11898.040949,4,0
3417.774,2025-12-16 10:33:05.565,-14203.262541,5,0
3417.776,2025-12-16 10:33:05.567,-14814.186317,6,0
3417.778,2025-12-16 10:33:05.569,-13425.636492,7,0
3417.78,2025-12-16 10:33:05.571,-8937.072887,8,0
3417.782,2025-12-16 10:33:05.573,-11428.451708,9,0
3417.784,2025-12-16 10:33:05.575,-14004.135341,10,0
3417.786,2025-12-16 10:33:05.577,-13477.32564,11,0
3417.788,2025-12-16 10:33:05.579,-10989.570781,12,0
3417.79,2025-12-16 10:33:05.581,-13989.067286,13,0
3417.792,2025-12-16 10:33:05.583,-15066.528545,14,0
3417.794,2025-12-16 10:33:05.585,-14018.821925,15,0
3417.796,2025-12-16 10:33:05.587,-10313.415681,16,0
3417.798,2025-12-16 10:33:05.589,-12224.388305,17,0
3417.8,2025-12-16 10:33:05.591,-14085.960598,18,0
3417.802,2025-12-16 10:33:05.593,-12985.038951,19,0
3417.804,2025-12-16 10:33:05.595,-9162.330764,20,0
3417.806,2025-12-16 10:33:05.597,-12591.934392,21,0
3417.808,2025-12-16 10:33:05.599,-14699.554662,22,0
3417.81,2025-12-16 10:33:05.601,-14102.173062,23,0
3417.812,2025-12-16 10:33:05.603,-11798.095879,24,0
3417.814,2025-12-16 10:33:05.605,-14121.628018,25,0
3417.816,2025-12-16 10:33:05.607,-14803.505164,26,0
3417.818,2025-12-16 10:33:05.609,-13407.325944,27,0
3417.82,2025-12-16 10:33:05.611,-8841.323984,28,0
3417.822,2025-12-16 10:33:05.613,-11384.773424,29,0
3417.824,2025-12-16 10:33:05.615,-14013.481349,30,0
3417.826,2025-12-16 10:33:05.617,-13520.622455,31,0
3417.828,2025-12-16 10:33:05.619,-11113.166975,32,0
3417.83,2025-12-16 10:33:05.621,-14052.391262,33,0
3417.832,2025-12-16 10:33:05.623,-15085.411297,34,0
3417.834,2025-12-16 10:33:05.625,-14056.968898,35,0
3417.836,2025-12-16 10:33:05.627,-10485.84,36,0
3417.838,2025-12-16 10:33:05.629,-12417.411989,37,0
3417.84,2025-12-16 10:33:05.631,-14133.262845,38,0
3417.842,2025-12-16 10:33:05.633,-13028.90797,39,0
3417.844,2025-12-16 10:33:05.635,-9318.351884,40,0
3417.846,2025-12-16 10:33:05.637,-12728.119086,41,0
3417.848,2025-12-16 10:33:05.639,-14740.753393,42,0
3417.85,2025-12-16 10:33:05.641,-14146.042081,43,0
3417.852,2025-12-16 10:33:05.643,-11910.438715,44,0
3417.854,2025-12-16 10:33:05.645,-14184.189054,45,0
3417.856,2025-12-16 10:33:05.647,-14792.251807,46,0
3417.858,2025-12-16 10:33:05.649,-13404.464921,47,0
3417.86,2025-12-16 10:33:05.651,-8916.473522,48,0
3417.862,2025-12-16 10:33:05.653,-11470.413379,49,0
3417.864,2025-12-16 10:33:05.655,-14052.581997,50,0
3417.866,2025-12-16 10:33:05.657,-13539.886676,51,0
3417.868,2025-12-16 10:33:05.659,-11160.850691,52,0
3417.87,2025-12-16 10:33:05.661,-14105.606289,53,0
3417.872,2025-12-16 10:33:05.663,-15090.751873,54,0
3417.874,2025-12-16 10:33:05.665,-14029.693813,55,0
3417.876,2025-12-16 10:33:05.667,-10315.704499,56,0
3417.878,2025-12-16 10:33:05.669,-12235.641662,57,0
3417.88,2025-12-16 10:33:05.671,-14100.456448,58,0
3417.882,2025-12-16 10:33:05.673,-13021.278575,59,0
3417.884,2025-12-16 10:33:05.675,-9342.003008,60,0
3417.886,2025-12-16 10:33:05.677,-12755.394172,61,0
3417.888,2025-12-16 10:33:05.679,-14758.301001,62,0
3417.89,2025-12-16 10:33:05.681,-14136.696072,63,0
3417.892,2025-12-16 10:33:05.683,-11822.509942,64,0
3417.894,2025-12-16 10:33:05.685,-14105.415554,65,0
3417.896,2025-12-16 10:33:05.687,-14774.513465,66,0
3417.898,2025-12-16 10:33:05.689,-13364.792069,67,0
3417.9,2025-12-16 10:33:05.691,-8791.351449,68,0
3417.902,2025-12-16 10:33:05.693,-11401.176623,69,0
3417.904,2025-12-16 10:33:05.695,-14020.157069,70,0
3417.906,2025-12-16 10:33:05.697,-13523.102008,71,0
3417.908,2025-12-16 10:33:05.699,-11078.643964,72,0
3417.91,2025-12-16 10:33:05.701,-13985.443324,73,0
3417.912,2025-12-16 10:33:05.703,-15037.155375,74,0
3417.914,2025-12-16 10:33:05.705,-13961.982935,75,0
3417.916,2025-12-16 10:33:05.707,-10179.901275,76,0
3417.918,2025-12-16 10:33:05.709,-12092.590512,77,0
3417.92,2025-12-16 10:33:05.711,-14020.920009,78,0
3417.922,2025-12-16 10:33:05.713,-12967.109873,79,0
3417.924,2025-12-16 10:33:05.715,-9224.319595,80,0
3417.926,2025-12-16 10:33:05.717,-12650.489996,81,0
3417.928,2025-12-16 10:33:05.719,-14723.587256,82,0
3417.93,2025-12-16 10:33:05.721,-14099.121304,83,0
3417.932,2025-12-16 10:33:05.723,-11666.679556,84,0
3417.934,2025-12-16 10:33:05.725,-13945.770471,85,0
3417.936,2025-12-16 10:33:05.727,-14703.560095,86,0
3417.938,2025-12-16 10:33:05.729,-13312.912186,87,0
3417.94,2025-12-16 10:33:05.731,-8752.441537,88,0
3417.942,2025-12-16 10:33:05.733,-11405.182055,89,0
3417.944,2025-12-16 10:33:05.735,-14049.339504,90,0
3417.946,2025-12-16 10:33:05.737,-13550.377094,91,0
3417.948,2025-12-16 10:33:05.739,-11137.962507,92,0
3417.95,2025-12-16 10:33:05.741,-14064.789028,93,0
3417.952,2025-12-16 10:33:05.743,-15063.858257,94,0
3417.954,2025-12-16 10:33:05.745,-13973.427027,95,0
3417.956,2025-12-16 10:33:05.747,-10116.577299,96,0
3417.958,2025-12-16 10:33:05.749,-12049.484432,97,0
3417.96,2025-12-16 10:33:05.751,-14049.530239,98,0
3417.962,2025-12-16 10:33:05.753,-13028.145031,99,0
3417.964,2025-12-16 10:33:05.755,-9440.040729,100,0
3417.966,2025-12-16 10:33:05.757,-12862.014962,101,0
3417.968,2025-12-16 10:33:05.759,-14802.360755,102,0
3417.97,2025-12-16 10:33:05.761,-14166.069242,103,0
3417.972,2025-12-16 10:33:05.763,-11820.984063,104,0
3417.974,2025-12-16 10:33:05.765,-14075.279446,105,0
3417.976,2025-12-16 10:33:05.767,-14761.162024,106,0
3417.978,2025-12-16 10:33:05.769,-13360.595902,107,0
3417.98,2025-12-16 10:33:05.771,-8864.784373,108,0
3417.982,2025-12-16 10:33:05.773,-11552.238636,109,0
3417.984,2025-12-16 10:33:05.775,-14113.044949,110,0
3417.986,2025-12-16 10:33:05.777,-13630.104268,111,0
3417.988,2025-12-16 10:33:05.779,-11318.588425,112,0
3417.99,2025-12-16 10:33:05.781,-14147.758695,113,0
3417.992,2025-12-16 10:33:05.783,-15081.787334,114,0
3417.994,2025-12-16 10:33:05.785,-13990.02096,115,0
3417.996,2025-12-16 10:33:05.787,-10210.991058,116,0
3417.998,2025-12-16 10:33:05.789,-12124.63397,117,0
3418.0,2025-12-16 10:33:05.791,-14039.612026,118,0
3418.002,2025-12-16 10:33:05.793,-13032.150463,119,0
3418.004,2025-12-16 10:33:05.795,-9480.095051,120,0
3418.006,2025-12-16 10:33:05.797,-12889.290048,121,0
3418.008,2025-12-16 10:33:05.799,-14813.614112,122,0
3418.01,2025-12-16 10:33:05.801,-14183.426115,123,0
3418.012,2025-12-16 10:33:05.803,-11837.196526,124,0
3418.014,2025-12-16 10:33:05.805,-14047.813625,125,0
3418.016,2025-12-16 10:33:05.807,-14722.633581,126,0
3418.018,2025-12-16 10:33:05.809,-13340.950211,127,0
3418.02,2025-12-16 10:33:05.811,-8888.244761,0,0
3418.022,2025-12-16 10:33:05.813,-11592.865163,1,0
3418.024,2025-12-16 10:33:05.815,-14135.933133,2,0
3418.026,2025-12-16 10:33:05.817,-13653.183187,3,0
3418.028,2025-12-16 10:33:05.819,-11378.479173,4,0
3418.03,2025-12-16 10:33:05.821,-14208.221647,5,0
3418.032,2025-12-16 10:33:05.823,-15082.931743,6,0
3418.034,2025-12-16 10:33:05.825,-13957.214563,7,0
3418.036,2025-12-16 10:33:05.827,-10071.182401,8,0
3418.038,2025-12-16 10:33:05.829,-12041.855038,9,0
3418.04,2025-12-16 10:33:05.831,-14040.18423,10,0
3418.042,2025-12-16 10:33:05.833,-13039.589123,11,0
3418.044,2025-12-16 10:33:05.835,-9557.151937,12,0
3418.046,2025-12-16 10:33:05.837,-12984.657481,13,0
3418.048,2025-12-16 10:33:05.839,-14845.2761,14,0
3418.05,2025-12-16 10:33:05.841,-14181.518766,15,0
3418.052,2025-12-16 10:33:05.843,-11805.343804,16,0
3418.054,2025-12-16 10:33:05.845,-14019.584865,17,0
3418.056,2025-12-16 10:33:05.847,-14720.154028,18,0
3418.058,2025-12-16 10:33:05.849,-13317.680557,19,0
3418.06,2025-12-16 10:33:05.851,-8816.337717,20,0
3418.062,2025-12-16 10:33:05.853,-11569.786244,21,0
3418.064,2025-12-16 10:33:05.855,-14139.74783,22,0
3418.066,2025-12-16 10:33:05.857,-13671.493734,23,0
3418.068,2025-12-16 10:33:05.859,-11384.773424,24,0
3418.07,2025-12-16 10:33:05.861,-14172.363492,25,0
3418.072,2025-12-16 10:33:05.863,-15062.523113,26,0
3418.074,2025-12-16 10:33:05.865,-13919.06759,27,0
3418.076,2025-12-16 10:33:05.867,-9925.079494,28,0
3418.078,2025-12-16 10:33:05.869,-11904.335199,29,0
3418.08,2025-12-16 10:33:05.871,-13997.268885,30,0
3418.082,2025-12-16 10:33:05.873,-13021.660045,31,0
3418.084,2025-12-16 10:33:05.875,-9519.386433,32,0
3418.086,2025-12-16 10:33:05.877,-12932.396128,33,0
3418.088,2025-12-16 10:33:05.879,-14826.965553,34,0
3418.09,2025-12-16 10:33:05.881,-14157.104703,35,0
3418.092,2025-12-16 10:33:05.883,-11649.894888,36,0
3418.094,2025-12-16 10:33:05.885,-13816.452232,37,0
3418.096,2025-12-16 10:33:05.887,-14631.27158,38,0
3418.098,2025-12-16 10:33:05.889,-13235.09236,39,0
3418.1,2025-12-16 10:33:05.891,-8667.373786,40,0
3418.102,2025-12-16 10:33:05.893,-11450.576953,41,0
3418.104,2025-12-16 10:33:05.895,-14095.688076,42,0
3418.106,2025-12-16 10:33:05.897,-13617.325032,43,0
3418.108,2025-12-16 10:33:05.899,-11212.92131,44,0
3418.11,2025-12-16 10:33:05.901,-14051.819057,45,0
3418.112,2025-12-16 10:33:05.903,-15008.163676,46,0
3418.114,2025-12-16 10:33:05.905,-13854.78994,47,0
3418.116,2025-12-16 10:33:05.907,-9762.382653,48,0
3418.118,2025-12-16 10:33:05.909,-11713.791068,49,0
3418.12,2025-12-16 10:33:05.911,-13910.103052,50,0
3418.122,2025-12-16 10:33:05.913,-12990.570262,51,0
3418.124,2025-12-16 10:33:05.915,-9495.926045,52,0
3418.126,2025-12-16 10:33:05.917,-12946.891978,53,0
3418.128,2025-12-16 10:33:05.919,-14830.398781,54,0
3418.13,2025-12-16 10:33:05.921,-14144.516202,55,0
3418.132,2025-12-16 10:33:05.923,-11606.407338,56,0
3418.134,2025-12-16 10:33:05.925,-13798.904625,57,0
3418.136,2025-12-16 10:33:05.927,-14657.783727,58,0
3418.138,2025-12-16 10:33:05.929,-13265.228469,59,0
3418.14,2025-12-16 10:33:05.931,-8765.792977,60,0
3418.142,2025-12-16 10:33:05.933,-11599.350148,61,0
3418.144,2025-12-16 10:33:05.935,-14189.720365,62,0
3418.146,2025-12-16 10:33:05.937,-13750.648703,63,0
3418.148,2025-12-16 10:33:05.939,-11548.805409,64,0
3418.15,2025-12-16 10:33:05.941,-14292.526458,65,0
3418.152,2025-12-16 10:33:05.943,-15095.138775,66,0
3418.154,2025-12-16 10:33:05.945,-13933.56344,67,0
3418.156,2025-12-16 10:33:05.947,-9955.406337,68,0
3418.158,2025-12-16 10:33:05.949,-11992.454708,69,0
3418.16,2025-12-16 10:33:05.951,-14054.870815,70,0
3418.162,2025-12-16 10:33:05.953,-13135.52876,71,0
3418.164,2025-12-16 10:33:05.955,-9860.992579,72,0
3418.166,2025-12-16 10:33:05.957,-13225.746352,73,0
3418.168,2025-12-16 10:33:05.959,-14934.730752,74,0
3418.17,2025-12-16 10:33:05.961,-14258.384917,75,0
3418.172,2025-12-16 10:33:05.963,-11890.602289,76,0
3418.174,2025-12-16 10:33:05.965,-14006.805629,77,0
3418.176,2025-12-16 10:33:05.967,-14690.208654,78,0
3418.178,2025-12-16 10:33:05.969,-13315.201004,79,0
3418.18,2025-12-16 10:33:05.971,-8955.383434,80,0
3418.182,2025-12-16 10:33:05.973,-11774.444756,81,0
3418.184,2025-12-16 10:33:05.975,-14234.543059,82,0
3418.186,2025-12-16 10:33:05.977,-13754.081931,83,0
3418.188,2025-12-16 10:33:05.979,-11562.919789,84,0
3418.19,2025-12-16 10:33:05.981,-14297.104095,85,0
3418.192,2025-12-16 10:33:05.983,-15071.869121,86,0
3418.194,2025-12-16 10:33:05.985,-13904.190271,87,0
3418.196,2025-12-16 10:33:05.987,-9882.736353,88,0
3418.198,2025-12-16 10:33:05.989,-11862.182794,89,0
3418.2,2025-12-16 10:33:05.991,-13974.189967,90,0
3418.202,2025-12-16 10:33:05.993,-13075.256542,91,0
3418.204,2025-12-16 10:33:05.995,-9766.769555,92,0
3418.206,2025-12-16 10:33:05.997,-13179.397779,93,0
3418.208,2025-12-16 10:33:05.999,-14901.924355,94,0
3418.21,2025-12-16 10:33:06.001,-14193.725797,95,0
3418.212,2025-12-16 10:33:06.003,-11666.107352,96,0
3418.214,2025-12-16 10:33:06.005,-13811.874595,97,0
3418.216,2025-12-16 10:33:06.007,-14645.38596,98,0
3418.218,2025-12-16 10:33:06.009,-13253.212173,99,0
3418.22,2025-12-16 10:33:06.011,-8790.58851,100,0
3418.222,2025-12-16 10:33:06.013,-11664.009268,101,0
3418.224,2025-12-16 10:33:06.015,-14218.330595,102,0
3418.226,2025-12-16 10:33:06.017,-13762.855735,103,0
3418.228,2025-12-16 10:33:06.019,-11507.225208,104,0
3418.23,2025-12-16 10:33:06.021,-14238.929961,105,0
3418.232,2025-12-16 10:33:06.023,-15049.362407,106,0
3418.234,2025-12-16 10:33:06.025,-13836.288658,107,0
3418.236,2025-12-16 10:33:06.027,-9676.933433,108,0
3418.238,2025-12-16 10:33:06.029,-11734.962638,109,0
3418.24,2025-12-16 10:33:06.031,-13954.35354,110,0
3418.242,2025-12-16 10:33:06.033,-13074.493603,111,0
3418.244,2025-12-16 10:33:06.035,-9767.532494,112,0
3418.246,2025-12-16 10:33:06.037,-13163.948255,113,0
3418.248,2025-12-16 10:33:06.039,-14906.501992,114,0
3418.25,2025-12-16 10:33:06.041,-14185.714933,115,0
3418.252,2025-12-16 10:33:06.043,-11559.868031,116,0
3418.254,2025-12-16 10:33:06.045,-13665.199483,117,0
3418.256,2025-12-16 10:33:06.047,-14584.732273,118,0
3418.258,2025-12-16 10:33:06.049,-13213.348586,119,0
3418.26,2025-12-16 10:33:06.051,-8765.983712,120,0
3418.262,2025-12-16 10:33:06.053,-11666.488821,121,0
3418.264,2025-12-16 10:33:06.055,-14229.202483,122,0
3418.266,2025-12-16 10:33:06.057,-13761.520591,123,0
3418.268,2025-12-16 10:33:06.059,-11512.756519,124,0
3418.27,2025-12-16 10:33:06.061,-14236.831877,125,0
3418.272,2025-12-16 10:33:06.063,-15043.068156,126,0
3418.274,2025-12-16 10:33:06.065,-13842.964379,127,0
3418.276,2025-12-16 10:33:06.067,-9692.192222,0,0
3418.278,2025-12-16 10:33:06.069,-11701.393302,1,0
3418.28,2025-12-16 10:33:06.071,-13924.598901,2,0
3418.282,2025-12-16 10:33:06.073,-13071.25111,3,0
3418.284,2025-12-16 10:33:06.075,-9832.000879,4,0
3418.286,2025-12-16 10:33:06.077,-13251.686294,5,0
3418.288,2025-12-16 10:33:06.079,-14920.044168,6,0
3418.29,2025-12-16 10:33:06.081,-14180.565092,7,0
3418.292,2025-12-16 10:33:06.083,-11527.443104,8,0
3418.294,2025-12-16 10:33:06.085,-13659.095968,9,0
3418.296,2025-12-16 10:33:06.087,-14591.980198,10,0
3418.298,2025-12-16 10:33:06.089,-13203.811842,11,0
3418.3,2025-12-16 10:33:06.091,-8777.046334,12,0
3418.302,2025-12-16 10:33:06.093,-11716.842826,13,0
3418.304,2025-12-16 10:33:06.095,-14259.338591,14,0
3418.306,2025-12-16 10:33:06.097,-13796.806541,15,0
3418.308,2025-12-16 10:33:06.099,-11558.532887,16,0
3418.31,2025-12-16 10:33:06.101,-14257.812712,17,0
3418.312,2025-12-16 10:33:06.103,-15033.149943,18,0
3418.314,2025-12-16 10:33:06.105,-13787.842002,19,0
3418.316,2025-12-16 10:33:06.107,-9551.811361,20,0
3418.318,2025-12-16 10:33:06.109,-11659.622366,21,0
3418.32,2025-12-16 10:33:06.111,-13930.893152,22,0
3418.322,2025-12-16 10:33:06.113,-13097.572522,23,0
3418.324,2025-12-16 10:33:06.115,-9896.087794,24,0
3418.326,2025-12-16 10:33:06.117,-13281.059463,25,0
3418.328,2025-12-16 10:33:06.119,-14934.349283,26,0
3418.33,2025-12-16 10:33:06.121,-14195.823881,27,0
3418.332,2025-12-16 10:33:06.123,-11529.541187,28,0
3418.334,2025-12-16 10:33:06.125,-13597.488606,29,0
3418.336,2025-12-16 10:33:06.127,-14547.920444,30,0
3418.338,2025-12-16 10:33:06.129,-13197.899061,31,0
3418.34,2025-12-16 10:33:06.131,-8818.4358,32,0
3418.342,2025-12-16 10:33:06.133,-11779.022392,33,0
3418.344,2025-12-16 10:33:06.135,-14293.289398,34,0
3418.346,2025-12-16 10:33:06.137,-13824.081627,35,0
3418.348,2025-12-16 10:33:06.139,-11640.54888,36,0
3418.35,2025-12-16 10:33:06.141,-14314.842437,37,0
3418.352,2025-12-16 10:33:06.143,-15043.640361,38,0
3418.354,2025-12-16 10:33:06.145,-13817.215172,39,0
3418.356,2025-12-16 10:33:06.147,-9642.982627,40,0
3418.358,2025-12-16 10:33:06.149,-11698.150809,41,0
3418.36,2025-12-16 10:33:06.151,-13943.672388,42,0
3418.362,2025-12-16 10:33:06.153,-13132.095533,43,0
3418.364,2025-12-16 10:33:06.155,-10029.220731,44,0
3418.366,2025-12-16 10:33:06.157,-13417.816362,45,0
3418.368,2025-12-16 10:33:06.159,-14975.357279,46,0
3418.37,2025-12-16 10:33:06.161,-14225.006315,47,0
3418.372,2025-12-16 10:33:06.163,-11574.936086,48,0
3418.374,2025-12-16 10:33:06.165,-13667.488302,49,0
3418.376,2025-12-16 10:33:06.167,-14588.165501,50,0
3418.378,2025-12-16 10:33:06.169,-13218.689162,51,0
3418.38,2025-12-16 10:33:06.171,-8876.609935,52,0
3418.382,2025-12-16 10:33:06.173,-11867.1419,53,0
3418.384,2025-12-16 10:33:06.175,-14343.261932,54,0
3418.386,2025-12-16 10:33:06.177,-13877.487389,55,0
3418.388,2025-12-16 10:33:06.179,-11774.063286,56,0
3418.39,2025-12-16 10:33:06.181,-14406.967378,57,0
3418.392,2025-12-16 10:33:06.183,-15048.790202,58,0
3418.394,2025-12-16 10:33:06.185,-13781.547752,59,0
3418.396,2025-12-16 10:33:06.187,-9552.765035,60,0
3418.398,2025-12-16 10:33:06.189,-11691.665824,61,0
3418.4,2025-12-16 10:33:06.191,-13941.0021,62,0
3418.402,2025-12-16 10:33:06.193,-13123.512464,63,0
3418.404,2025-12-16 10:33:06.195,-9977.722317,64,0
3418.406,2025-12-16 10:33:06.197,-13345.718583,65,0
3418.408,2025-12-16 10:33:06.199,-14940.643533,66,0
3418.41,2025-12-16 10:33:06.201,-14164.352628,67,0
3418.412,2025-12-16 10:33:06.203,-11341.476609,68,0
3418.414,2025-12-16 10:33:06.205,-13408.470354,69,0
3418.416,2025-12-16 10:33:06.207,-14477.730013,70,0
3418.418,2025-12-16 10:33:06.209,-13118.553357,71,0
3418.42,2025-12-16 10:33:06.211,-8708.953987,72,0
3418.422,2025-12-16 10:33:06.213,-11754.22686,73,0
3418.424,2025-12-16 10:33:06.215,-14299.583648,74,0
3418.426,2025-12-16 10:33:06.217,-13829.803673,75,0
3418.428,2025-12-16 10:33:06.219,-11571.693593,76,0
3418.43,2025-12-16 10:33:06.221,-14219.856474,77,0
3418.432,2025-12-16 10:33:06.223,-14989.090189,78,0
3418.434,2025-12-16 10:33:06.225,-13735.199179,79,0
3418.436,2025-12-16 10:33:06.227,-9383.964678,80,0
3418.438,2025-12-16 10:33:06.229,-11434.364489,81,0
3418.44,2025-12-16 10:33:06.231,-13854.217736,82,0
3418.442,2025-12-16 10:33:06.233,-13106.537061,83,0
3418.444,2025-12-16 10:33:06.235,-9999.466091,84,0
3418.446,2025-12-16 10:33:06.237,-13385.391435,85,0
3418.448,2025-12-16 10:33:06.239,-14945.22117,86,0
3418.45,2025-12-16 10:33:06.241,-14142.036649,87,0
3418.452,2025-12-16 10:33:06.243,-11232.757736,88,0
3418.454,2025-12-16 10:33:06.245,-13341.903885,89,0
3418.456,2025-12-16 10:33:06.247,-14467.239595,90,0
3418.458,2025-12-16 10:33:06.249,-13094.902234,91,0
3418.46,2025-12-16 10:33:06.251,-8690.64344,92,0
3418.462,2025-12-16 10:33:06.253,-11778.068718,93,0
3418.464,2025-12-16 10:33:06.255,-14318.4664,94,0
3418.466,2025-12-16 10:33:06.257,-13842.964379,95,0
3418.468,2025-12-16 10:33:06.259,-11618.2329,96,0
3418.47,2025-12-16 10:33:06.261,-14245.796416,97,0
3418.472,2025-12-16 10:33:06.263,-14973.06846,98,0
3418.474,2025-12-16 10:33:06.265,-13679.504598,99,0
3418.476,2025-12-16 10:33:06.267,-9310.531755,100,0
3418.478,2025-12-16 10:33:06.269,-11484.718494,101,0
3418.48,2025-12-16 10:33:06.271,-13887.596337,102,0
3418.482,2025-12-16 10:33:06.273,-13151.550489,103,0
3418.484,2025-12-16 10:33:06.275,-10097.694547,104,0
3418.486,2025-12-16 10:33:06.277,-13455.391131,105,0
3418.488,2025-12-16 10:33:06.279,-14990.043864,106,0
3418.49,2025-12-16 10:33:06.281,-14189.52963,107,0
3418.492,2025-12-16 10:33:06.283,-11329.460313,108,0
3418.494,2025-12-16 10:33:06.285,-13381.004533,109,0
3418.496,2025-12-16 10:33:06.287,-14467.43033,110,0
3418.498,2025-12-16 10:33:06.289,-13135.338025,111,0
3418.5,2025-12-16 10:33:06.291,-8808.326852,112,0
3418.502,2025-12-16 10:33:06.293,-11913.681208,113,0
3418.504,2025-12-16 10:33:06.295,-14398.002839,114,0
3418.506,2025-12-16 10:33:06.297,-13921.165674,115,0
3418.508,2025-12-16 10:33:06.299,-11769.676384,116,0
3418.51,2025-12-16 10:33:06.301,-14357.567047,117,0
3418.512,2025-12-16 10:33:06.303,-15011.024699,118,0
3418.514,2025-12-16 10:33:06.305,-13735.389914,119,0
3418.516,2025-12-16 10:33:06.307,-9413.528583,120,0
3418.518,2025-12-16 10:33:06.309,-11510.658436,121,0
3418.52,2025-12-16 10:33:06.311,-13903.999536,122,0
